¹øÈ£,»ç¾÷Àå¸í,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,ÁÂÇ¥Á¤º¸(x),ÁÂÇ¥Á¤º¸(y),lat,lng
10490,¿¡½º¿£ºñ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 337-11 ½Å¼ººôµù 1Ãþ,206472.467412741,452115.49557391,37.5713077,127.0740134
10491,Å©·Î½ºÇÍ ÁöÄÉÀÌ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ÃµÈ£µ¿ 25-6,212605.500099383,449677.002959155,37.5492368,127.1434387
10492,Â÷¼±»ý body factory,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¾Ï»çµ¿ 515-17¹øÁö,211053.912161153,449759.28636509,37.5500074,127.1258747
10493,J&S GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 316-1¹øÁö 4Ãþ,202411.992261191,460822.234059661,37.6496993,127.0280857
10494,±Û·Î¸®¾Æ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 581-28¹øÁö 303È£,203220.921406024,459746.924430501,37.6400034,127.0372143
10495,Áü¹Ú½ºÇÇÆ®´Ï½º ³­°îÁ¡,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 614-19 6,7Ãþ",192724.345227037,441287.646140528,37.4736875,126.9184995
10496,·°Å°Çï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1641-90¹øÁö 401È£,193919.806951716,441887.736710799,37.4791038,126.932076
10497,SY GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 37-35,196140.044751869,442669.383501785,37.4861709,126.9571196
10498,Áü ÀÎ ´õ ÇÏ¿ì½º(Gym in the house),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 859-17 2Ãþ,195793.554018345,442281.682871214,37.48267990000001,126.9532107
10499,¹éÁ¦Çï½ºÅ©·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 359-54¹øÁö,185684.370684392,447853.183910005,37.5327835,126.8388232
10500,¿¡½º¿¥ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 527-3 3Ãþ,192405.258847047,442228.060871505,37.4821525,126.9149255
10501,ÇÃ·º½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1567-8 ÁöÇÏ1Ãþ,195513.350513344,441885.841499144,37.4791235,126.9500561
10502,The Gym : ûë (´õ Áü : È¥),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1641-40¹øÁö 2Ãþ,193762.386926605,442106.82495042,37.480098,126.930147
10503,Be OK GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 110-29¹øÁö 2Ãþ,194114.578703552,441212.536547891,37.4850938,126.9283758
10504,Á¦ÀÓ½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1000¹øÁö 2Ãþ,196257.833652996,443341.379446435,37.4921791,126.9583387
10505,Fitness body No.1,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 632-61¹øÁö,202976.97083457,459813.502424295,37.6406543,127.0345081
10506,Å©·Î½ºÇÍ ¾óÆ¼¸ÞÀÌÆ®,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 656¹øÁö,203343.625934341,461518.674931852,37.6559698,127.0386798
10507,µµºÀ½ºÄ«ÀÌµ¼ Çï½ºÀå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ µµºÀµ¿ 62-4¹øÁö,204041.829960482,464487.617817484,37.6831023,127.0466649
10508,¿Â¸®À¯ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 585-5,189467.907308503,444415.081297934,37.5023699,126.8814842
10509,LIGHT FIT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ °íÃ´µ¿ 194-1¹øÁö 3Ãþ,187450.673495457,444925.0821016,37.5063533,126.8588483
10510,Eunoia GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ¿Â¼öµ¿ 54-2¹øÁö ¿Â¼öºôµù 4Ãþ,184274.000681736,443267.990832042,37.4914256,126.8229372
10511,Ä¿ºê½º ºÀÃµÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 496-6,195250.618292981,442790.674359138,37.4872542,126.9470838
10512,ÆÄ¿îµåÁü ½Å¸²¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1424-22 ¿¬ºôµù,193741.376424173,442626.137096994,37.4857383,126.9298376
10513,GO FIT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1421-4,193925.647964577,442571.281893855,37.4852752,126.9320899
10514,µ¿¹æÇï½ºÀå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 96-38¹øÁö ÁöÇÏ1Ãþ,194422.844393735,441439.780941941,37.4846553,126.9272265
10515,Áö¿¤ ÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 261 ¼¾ÅÍºôµù 4Ãþ,202416.159454124,461571.274602695,37.6564391,127.0281044
10516,Him PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1641-76¹øÁö 3Ãþ,193889.75689119,441911.23693114,37.4797388,126.9313932
10517,¿Â¿ÀÇÁÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 972-32¹øÁö 4Ãþ,193383.601607012,443109.84937523,37.4900888,126.9259524
10518,(ÁÖ)½ºÄù¾îÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ µîÃÌµ¿ 662-3¹øÁö ½Å¼ÛÅ¸¿ö ÁöÇÏ1Ãþ B1-01È£~B1-03È£,186483.586196921,450699.003692987,37.5584779,126.847788
10519,D.O.B ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1718¹øÁö °ü¾Çº®»êºí·ç¹Ö¾ÆÆÄÆ® »ó°¡ 1Ãþ,195045.515107949,443011.455007816,37.4872939,126.945836
10520,ÈÖÆ®´Ï½ºÇÇÇÃ ¼­¿ï´ëÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 859-15,195825.169527905,442319.556855223,37.4830219,126.9535711
10521,GYM90,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 210 º¸¼ººôµù 5Ãþ,202781.667220692,461754.503883636,37.6581075,127.0325658
10522,·¿Ã÷·± 24hour ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 343-52¹øÁö µµ¾ç¶óºñ¾ÓÅ¸¿ö B201È£,186366.013413728,447719.836723478,37.5315795,126.8465242
10523,Â¯ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»µ¿ 430-12¹øÁö 601È£,211680.853759912,447125.42728615,37.5262112,127.1329191
10524,¾ÆÅ©·ÎÁü ¹ß»ê¿ªÁ¡ 24½Ã ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 723-2 5ÃþÀÏºÎ(504È£), 6Ãþ",185601.392686575,450753.253040285,37.5764888,126.8307466
10525,ÀÚ¸¶ÀÌÄ« Áü,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1422-5 11Ãþ,12Ãþ",193746.833837509,442510.775085572,37.4847217,126.9300784
10526,ÈÖÆ®´Ï½º¿¡ÇÁ¿¥,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 856-1¹øÁö ÁöÇÏ1Ãþ,195785.625847341,442009.829041898,37.4792703,126.9527981
10527,ÈÖÆ®´Ï½º ¿¡ÇÁ¿¥,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1659-5¹øÁö Áö2Ãþ,196668.226137898,441640.722371723,37.47678,126.9631325
10528,¼­¿ï´ëÇÐ±³ Double S Fitness,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ »ê 4-2¹øÁö 900µ¿ B2È£,196467.062244503,439809.669640911,37.4618701,126.9612597
10529,´õ ½ºÆä¼È Áü,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 927-21 ÁÖ¿øºôµù 7Ãþ, 8Ãþ",194869.130624882,442200.103731229,37.4819264,126.9427614
10530,°íÅõ(GOTO) ¼­¿ï´ë,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 874-9 ¹é±¤ºôµù ÁöÇÏ1,2Ãþ",195450.706972711,442195.734658875,37.4818525,126.949634
10531,CMBÇÇÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1738 ÆÄ·Î½ºÇÁ¶óÀÚ,192817.818457133,440263.768319604,37.4738934,126.9173593
10532,½ºÆ÷Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ³²Çöµ¿ 1061-18 ¸£¸ÞÀÌ¿¡¸£°­³²Å¸¿î2 B301È£,198284.078546351,441368.909286824,37.4743653,126.9813927
10533,´ë¿µÇï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 655-20¹øÁö 4Ãþ,202966.7837047,460551.406386109,37.6474337,127.0344022
10534,Æ÷ÄÚ-º¥ Çï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 659-3¹øÁö ´ë¸íºôµù 6Ãþ,203043.71061018,460737.456544857,37.648748,127.0351005
10535,·º½ÃÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ °³ºÀµ¿ 403-65,187224.575414207,443173.576924076,37.4906364,126.8563339
10536,PK GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 222-14 ¿¡ÀÌ½ºÇÏÀÌ¿£µåÅ¸¿ö2Â÷ 304È£,190676.946162959,442113.916061607,37.481234,126.8953389
10537,¿ÍÄ¡ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àü³óµ¿ 42-82¹øÁö,205384.138316051,452834.663102195,37.5777689,127.0617071
10538,New Body Gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 361-1¹øÁö,205961.044971669,451563.657001759,37.5662964,127.0682557
10539,(ÁÖ)ÀÎ½ºÅ¸Áü ±¸·ÎµðÁöÅÐ´ÜÁö¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 197-48 ¿¡ÀÌ½ºÅ×Å©³ëÅ¸¿ö¥²,190491.833060361,442477.332680657,37.4844648,126.8932855
10540,·çÀÌ Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 347-4¹øÁö ÁÖ°ø3´ÜÁö³» »ó°¡ Áö1,203794.927270997,460699.794608499,37.65004150000001,127.0436076
10541,ÀºÃµÁ¡ ½ºÆ÷¾Ö´Ï ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 937-15 ÁöÇÏ 1Ãþ,194719.981415722,442674.193730756,37.4862512,126.9412192
10542,ÈÖÆ®´Ï½ºÇÇÇÃ ½Å¸²Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1432-73,193667.814824278,442621.679865443,37.4857317,126.9291752
10543,KUTA,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1637-27,196978.243746073,441424.066607639,37.4749903,126.9666044
10544,Á¦ÀÓ½ºÅ³Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 863-2¹øÁö 3Ãþ,195694.475862559,441965.135990746,37.4798366,126.9520327
10545,¾óÆ¼¹ÔÅ©·Î½ºÇÍ ³­°îÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1474-14¹øÁö,192267.416974047,442125.650465587,37.4812011,126.9133666
10546,JS GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 862-10 301È£,195689.700662469,442020.136028105,37.4803621,126.9520513
10547,°õÁü(Gom Gym),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1544¹øÁö,194282.675888713,440707.623024621,37.4685028,126.9361529
10548,Fitness Tok,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ¹æÇÐµ¿ 695-8¹øÁö,203104.375371508,462460.664149857,37.6645784,127.0359347
10549,½´ÆÛ½ºÅ¸S ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 578-142¹øÁö,203216.530361879,459520.660717027,37.6379914,127.0372233
10550,¿¡ÀÌÁü(A GYM),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ¿ëµÎµ¿ 27-21,203399.49743907,452692.270227456,37.5765592,127.0392477
10551,TABFIT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 912-10¹øÁö,205007.721751857,444477.652143127,37.5025089,127.0573907
10552,ÇÑ¸¶À½(125),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 961¹øÁö Ã¢Áøºôµù 7Ãþ,205156.917414948,444535.964228725,37.5030162,127.059019
10553,»ó¾Æ(129),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 831¹øÁö ÇÑ±¹ºôµù ÁöÇÏ2Ãþ,202558.966746035,443605.422218418,37.5000995,127.033466
10554,Å¬·´ÄÉÀÌ ¼­¿ï ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 140-3¹øÁö ´ë¸²¾ÆÅ©·ÎÅÚ B201,204181.823243711,444950.728644939,37.5064879,127.048381
10555,¹ÌµµÇï½ºÅ¬·´(55),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 511¹øÁö,205886.286776047,443467.611815598,37.4935161,127.0673376
10556,Å¬·¡½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ °³ºÀµ¿ 403-22,187180.111915208,443491.837963719,37.4935092,126.8558027
10557,ÀÚÀÌÅ¸¿ö°ñÇÁÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ °¡¾çµ¿ 1498 °­¼­ÇÑ°­ÀÚÀÌÅ¸¿ö A213-4,186501.233192961,451485.251875922,37.5653152,126.8480309
10558,ºñÅ¸¹ÎÇï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ¹æÇÐµ¿ 718-6¹øÁö ¸ÞÀÎÇÁ¶óÀÚ 7Ãþ,203885.511674049,462884.624009557,37.6683013,127.0448212
10559,ÈÖÆ®´Ï½ºÅ¬·´ 36.5(288),¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 1022-2¹øÁö 402,502",205132.047266792,443971.232763534,37.4979285,127.058811
10560,Àè½º ÇÇÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 228-4¹øÁö,202899.329585663,445227.049816066,37.5092489,127.0336571
10561,ºñ¾ØºñÈÖÆ®´Ï½º(158),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 736-24¹øÁö ¿¤Áö ¿¡Å¬¶óÆ® ÁöÇÏ 1Ãþ,203028.877230349,444037.718817655,37.4983947,127.0348442
10562,ÁÖ½ÄÈ¸»ç ´õ·¦½ºÇÇÆ®´Ï½º °­µ¿±¸Ã»Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»µ¿ 550-1 ¼º¾Èºôµù 5Ãþ,210888.601500226,447432.463129379,37.5291178,127.1239848
10563,ÈÖÆ®´Ï½º ÆÊ ¸¶°î¼¾ÅÍ,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 772-5¹øÁö ¸®´õ½ºÄù¾î¸¶°î 403,409,502,503,509,510",185144.0,450938.0,37.5764888,126.8307466
10564,¿ì¸®µ¿³× Ã¼À°°ü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 358¹øÁö µ¿ÁÖºôµù ÁöÇÏ1,202164.919977603,460767.381093697,37.6491922,127.0252681
10565,½ºÆ÷¾Ö´Ï ±æµ¿¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ±æµ¿ 367-4¹øÁö,212328.5091793,448576.834909489,37.5392689,127.1402724
10566,ÇÔ¼­Gym ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 106-6 ÄÉÀÌÆ¼ÅÚ·¹Ä°ºôµù ÁöÇÏ2Ãþ,190396.805730622,443910.670769521,37.4972828,126.8922018
10567,¿Ã¶ó¿îµåÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 182-13 ´ë¸¢Æ÷½ºÆ®Å¸¿ö2Â÷ 4Ãþ 407È£ 408È£,190845.231594802,442639.420821243,37.4858838,126.8973216
10568,ÀÌÀç±Ô ½ºÆ÷Ã÷ ÀçÈ°,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 768-2¹øÁö µ¿ÀÍµå¹Ì¶óº§º¹ÇÕºôµù 801,836È£",184386.0,451226.0,37.5627591,126.8234694
10569,¿¡ÀÌºíÁü ¾Ï»ç¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¾Ï»çµ¿ 503-23 ÅÂ¼ººôµù ÁöÇÏ1Ãþ,211216.359129232,449919.980434795,37.55150769999999,127.1277099
10570,Å©·Î½ºÇÍ ¸®½ºÆå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ÈÖ°æµ¿ 192-5,205248.297856492,454247.178669814,37.5903648,127.0600464
10571,(ÁÖ)ÄÉÀÌ¿¡½º ½ºÆ÷ÁüÄÄÆÛ´Ï,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 1024¹øÁö ÁöÇÏ1Ãþ,204817.246059361,443832.635074345,37.4964429,127.0552323
10572,À¯¼º ½ºÆ÷Ã÷¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 614-2¹øÁö,202573.012107371,447255.472364628,37.5276128,127.0298802
10573,¹Ùµð¶û ÇÊ¶óÅ×½º ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 237-8¹øÁö À±¿øºôµù,203212.959913876,445197.490404827,37.5089354,127.0370894
10574,(ÇÇÅõ»ç) FIT U.S.A ½Åµµ¸²Á¡,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ½Åµµ¸²µ¿ 642¹øÁö ½Åµµ¸²´ë¸²1,2Â÷¾ÆÆÄÆ® ´ë¸²2Â÷ »ó°¡µ¿ 2ÃþÈ£",189372.1910653,444854.451693268,37.5051603,126.8818551
10575,S gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 380-28,202339.332805746,460610.308236962,37.6479426,127.0280214
10576,°Ç°­ÇØGYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ¹æÇÐµ¿ 680-25,203559.067463164,462307.585393236,37.6630592,127.0411307
10577,Å©·Î½ºÇÍ ¾Ð±¸Á¤(344),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 612-1¹øÁö ÁöÇÏ1Ãþ,202559.099543004,447178.90766673,37.526985,127.0297156
10578,¿¡ÀÌµð½ºÁü(337),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ Ã»´ãµ¿ 6-2¹øÁö 201È£,204060.088077336,446805.854393609,37.5234358,127.046733
10579,INUS ÈÖÆ®´Ï½º(340),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 107¹øÁö ¹ÌÄÌ¶õ 107 ÁöÇÏ2Ãþ,205271.275273064,445852.638814088,37.5145426,127.0606852
10580,ÇÍ¿£Á©1È£,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 616-4¹øÁö,202358.600700901,444607.956281593,37.5036414,127.0274771
10581,ÂüÁü(475),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 786-24¹øÁö,203803.099631228,443486.64191636,37.4935278,127.0437874
10582,BNB ÆÛ½º³Î Æ®·¹ÀÌ´× ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 642-20,203139.273832367,447112.246047309,37.5262135,127.0362621
10583,¸â¹ö½± ÈÖÆ®´Ï½º ÇÃ·¹ÀÌ ¹ÙÀÌ ¾î½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 1197-2¹øÁö 5Ãþ,204389.356959707,441457.423640678,37.47533620000001,127.0501255
10584,¸¶À½°¡Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 151-20¹øÁö,204852.022914598,445358.338887869,37.5104278,127.0556408
10585,BM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 663-17¹øÁö ¾Ð±¸Á¤ºôµù,203352.331106341,447147.011094082,37.526763,127.0376871
10586,108 P.T studio,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 608-13¹øÁö ¼º¿ì ¿¡ÀÌÄ¡,202626.88,447089.38,37.5259824,127.0304918
10587,¸° ÇÊ¶óÅ×½º ¾Ø ¿¢¼­ÇÁ¸®(343),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ Ã»´ãµ¿ 119-1¹øÁö 3Ãþ,204119.853871928,446949.656653616,37.524724,127.047261
10588,¶óÀÎ¿¡ ¹ÝÇÏ´Ù(305),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 500¹øÁö ±×¶ûÇÁ¸®¿£»ó°¡ 301È£,204992.451561361,443183.576115254,37.490662,127.0561283
10589,"¿À´Ã,PT",¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°îµ¿ 423-7¹øÁö,203953.276666666,442443.684373385,37.4841561,127.0454763
10590,¸Æ½º ÆÛ½º³Î Æ®·¹ÀÌ´×&Å×¶óÇÇ ½ºÆ©µð¿À(440),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°îµ¿ 467-24¹øÁö ¿ì¼ºÄ³¸¯ÅÍ119 129È£,204518.8799802,442703.584823804,37.4864024,127.0518455
10591,ÇÍ Åõ ÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°îµ¿ 942-1¹øÁö B2Ãþ Áß ÀÏºÎ,202874.323964523,443067.219117137,37.4897769,127.0332849
10592,ºêÀÌ¿¥ÈÖÆ®´Ï½º »ï¼ºÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 21-1 ÁöÇÏ1Ãþ,204455.655,446026.109999999,37.5090435,127.0583118
10593,ÁÖ½ÄÈ¸»ç °­³²Åõ¿¢½ºÈÖÆ®´Ï½º(445),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 111-13¹øÁö B2,203489.992662935,446195.189237957,37.5179438,127.0402667
